-1.0f0, -1.6089907f-11
-0.5355355f0, 0.4193626f0
-0.5355355f0, -0.113108456f0
-0.5355355f0, 0.40370068f0
-0.5355355f0, -0.085565284f0
-0.5355355f0, 0.4292254f0
-0.5355355f0, -0.1300819f0
-0.5355355f0, 0.3848944f0
-0.5355355f0, -0.05164868f0
-0.5355355f0, 0.45147836f0
-0.5355355f0, -0.16720709f0
-0.5355355f0, 0.33643883f0
-0.5355355f0, 0.03874551f0
-0.5355355f0, 0.4571355f0
-0.5355355f0, -0.17636825f0
-0.5355355f0, 0.32309356f0
-0.5355355f0, 0.064054996f0
-0.5355355f0, 0.44456032f0
-0.5355355f0, -0.15584774f0
-0.5355355f0, 0.35226005f0
-0.5355355f0, 0.0088883955f0
-0.5355355f0, 0.4640774f0
-0.5355355f0, -0.18744841f0
-0.5355355f0, 0.3062998f0
-0.5355355f0, 0.0959275f0
-0.5355355f0, 0.4203757f0
-0.5355355f0, -0.11486574f0
-0.5355355f0, 0.40185875f0
-0.5355355f0, -0.082281835f0
-0.5355355f0, 0.43183422f0
-0.5355355f0, -0.13452032f0
-0.5355355f0, 0.3796129f0
-0.5355355f0, -0.04197962f0
-0.5355355f0, 0.45586643f0
-0.5355355f0, -0.17432329f0
-0.5355355f0, 0.3261161f0
-0.5355355f0, 0.05831747f0
-0.5355355f0, 0.447938f0
-0.5355355f0, -0.16141507f0
-0.5355355f0, 0.34460944f0
-0.5355355f0, 0.023298495f0
-0.5355355f0, 0.46180817f0
-0.5355355f0, -0.18384628f0
-0.5355355f0, 0.3118349f0
-0.5355355f0, 0.08542925f0
-0.5355355f0, 0.42933536f0
-0.5355355f0, -0.13026944f0
-0.5355355f0, 0.38467425f0
-0.5355355f0, -0.051246762f0
-0.5355355f0, 0.45167837f0
-0.5355355f0, -0.167533f0
-0.5355355f0, 0.33597285f0
-0.5355355f0, 0.03962794f0
-0.5355355f0, 0.45679915f0
-0.5355355f0, -0.17582686f0
-0.5355355f0, 0.32389617f0
-0.5355355f0, 0.062531315f0
-0.5355355f0, 0.44548702f0
-0.5355355f0, -0.15737921f0
-0.5355355f0, 0.35017574f0
-0.5355355f0, 0.012808213f0
-0.5355355f0, 0.46366096f0
-0.5355355f0, -0.18678877f0
-0.5355355f0, 0.30731875f0
-0.5355355f0, 0.09399586f0
-0.5355355f0, 0.42209563f0
-0.5355355f0, -0.11784193f0
-0.5355355f0, 0.39868295f0
-0.5355355f0, -0.07660009f0
-0.5355355f0, 0.43612275f0
-0.5355355f0, -0.14176813f0
-0.5355355f0, 0.3706772f0
-0.5355355f0, -0.025496373f0
-0.5355355f0, 0.46128422f0
-0.5355355f0, -0.1830118f0
-0.5355355f0, 0.31310698f0
-0.5355355f0, 0.08301506f0
-0.5355355f0, 0.4312599f0
-0.5355355f0, -0.1335451f0
-0.5355355f0, 0.3807859f0
-0.5355355f0, -0.044132087f0
-0.5355355f0, 0.45496643f0
-0.5355355f0, -0.17286946f0
-0.5355355f0, 0.32824993f0
-0.5355355f0, 0.05426832f0
-0.5355355f0, 0.45013735f0
-0.5355355f0, -0.16501847f0
-0.5355355f0, 0.33955112f0
-0.5355355f0, 0.03285569f0
-0.5355355f0, 0.4591889f0
-0.5355355f0, -0.17966446f0
-0.5355355f0, 0.31817025f0
-0.5355355f0, 0.07340279f0
-0.5355355f0, 0.43840888f0
-0.5355355f0, -0.14560688f0
-0.5355355f0, 0.36579192f0
-0.5355355f0, -0.016424887f0
-0.5355355f0, 0.46314344f0
-0.5355355f0, -0.18596818f0
-0.5355355f0, 0.30858296f0
-0.5355355f0, 0.09159857f0
-0.5355355f0, 0.42418566f0
-0.5355355f0, -0.12144639f0
-0.5355355f0, 0.39474303f0
-0.5355355f0, -0.06951617f0
-0.5355355f0, 0.44106337f0
-0.5355355f0, -0.150042f0
-0.5355355f0, 0.3600194f0
-0.5355355f0, -0.0056574675f0
-0.5355355f0, 0.46430764f0
-0.5355355f0, -0.18781278f0
-0.5355355f0, 0.30573598f0
-0.5355355f0, 0.096996136f0
-0.5355355f0, 0.41941053f0
-0.5355355f0, -0.11319166f0
-0.5355355f0, 0.40361404f0
-0.5355355f0, -0.08541103f0
-0.5355355f0, 0.42935008f0
-0.5355355f0, -0.13029455f0
-0.5355355f0, 0.38464475f0
-0.5355355f0, -0.051192924f0
-0.5355355f0, 0.45170507f0
-0.5355355f0, -0.16757646f0
-0.5355355f0, 0.33591065f0
-0.5355355f0, 0.039745707f0
-0.5355355f0, 0.4567537f0
-0.5355355f0, -0.17575367f0
-0.5355355f0, 0.32400453f0
-0.5355355f0, 0.06232558f0
-0.5355355f0, 0.44561052f0
-0.5355355f0, -0.15758306f0
-0.5355355f0, 0.34989712f0
-0.5355355f0, 0.013332517f0
-0.5355355f0, 0.46359384f0
-0.5335335f0, -0.18913297f0
-0.5335335f0, 0.30568907f0
-0.5335335f0, 0.099087015f0
-0.5335335f0, 0.41949603f0
-0.5335335f0, -0.11133807f0
-0.5335335f0, 0.4075332f0
-0.5335335f0, -0.09036638f0
-0.5335335f0, 0.42724264f0
-0.5335335f0, -0.12469204f0
-0.5335335f0, 0.39311057f0
-0.5335335f0, -0.064568f0
-0.5335335f0, 0.4462455f0
-0.5335335f0, -0.15662836f0
-0.5335335f0, 0.3532016f0
-0.5335335f0, 0.009121387f0
-0.5335335f0, 0.46605888f0
-0.5335335f0, -0.18857576f0
-0.5335335f0, 0.306555f0
-0.5335335f0, 0.09744577f0
-0.5335335f0, 0.42100352f0
-0.5335335f0, -0.113951154f0
-0.5335335f0, 0.4048225f0
-0.5335335f0, -0.08555866f0
-0.5335335f0, 0.43123275f0
-0.5335335f0, -0.13149698f0
-0.5335335f0, 0.38522848f0
-0.5335335f0, -0.050256323f0
-0.5335335f0, 0.4541668f0
-0.5335335f0, -0.16957332f0
-0.5335335f0, 0.3350426f0
-0.5335335f0, 0.043391842f0
-0.5335335f0, 0.45728293f0
-0.5335335f0, -0.17460342f0
-0.5335335f0, 0.32770553f0
-0.5335335f0, 0.057303213f0
-0.5335335f0, 0.4505053f0
-0.5335335f0, -0.16361763f0
-0.5335335f0, 0.34352937f0
-0.5335335f0, 0.027339421f0
-0.5335335f0, 0.4628107f0
-0.5335335f0, -0.18343803f0
-0.5335335f0, 0.3144597f0
-0.5335335f0, 0.08244937f0
-0.5335335f0, 0.43370542f0
-0.5335335f0, -0.13568819f0
-0.5335335f0, 0.38020092f0
-0.5335335f0, -0.041056965f0
-0.5335335f0, 0.4582407f0
-0.5335335f0, -0.17614228f0
-0.5335335f0, 0.32543078f0
-0.5335335f0, 0.061620258f0
-0.5335335f0, 0.44803292f0
-0.5335335f0, -0.1595689f0
-0.5335335f0, 0.3491708f0
-0.5335335f0, 0.016701773f0
-0.5335335f0, 0.46510056f0
-0.5335335f0, -0.18706413f0
-0.5335335f0, 0.30889568f0
-0.5335335f0, 0.09300747f0
-0.5335335f0, 0.42496532f0
-0.5335335f0, -0.12078556f0
-0.5335335f0, 0.397475f0
-0.5335335f0, -0.07243026f0
-0.5335335f0, 0.44108796f0
-0.5335335f0, -0.14808095f0
-0.5335335f0, 0.36459056f0
-0.5335335f0, -0.012186193f0
-0.5335335f0, 0.46573907f0
-0.5335335f0, -0.1880717f0
-0.5335335f0, 0.30733687f0
-0.5335335f0, 0.09596346f0
-0.5335335f0, 0.42234537f0
-0.5335335f0, -0.116271354f0
-0.5335335f0, 0.40236965f0
-0.5335335f0, -0.08119145f0
-0.5335335f0, 0.43468153f0
-0.5335335f0, -0.13733718f0
-0.5335335f0, 0.3781874f0
-0.5335335f0, -0.037358202f0
-0.5335335f0, 0.45965117f0
-0.5335335f0, -0.1784024f0
-0.5335335f0, 0.32206473f0
-0.5335335f0, 0.06801027f0
-0.5335335f0, 0.44405693f0
-0.5335335f0, -0.15301262f0
-0.5335335f0, 0.35807955f0
-0.5335335f0, -2.6317257f-5
-0.5335335f0, 0.46646646f0
-0.5335335f0, -0.18921763f0
-0.5335335f0, 0.30555737f0
-0.5335335f0, 0.09933661f0
-0.5335335f0, 0.4192648f0
-0.5335335f0, -0.11093662f0
-0.5335335f0, 0.40794477f0
-0.5335335f0, -0.091094576f0
-0.5335335f0, 0.42662075f0
-0.5335335f0, -0.12362688f0
-0.5335335f0, 0.39431232f0
-0.5335335f0, -0.066737466f0
-0.5335335f0, 0.44487882f0
-0.5335335f0, -0.15437245f0
-0.5335335f0, 0.35625523f0
-0.5335335f0, 0.0033912987f0
-0.5335335f0, 0.4664101f0
-0.5315315f0, 0.4206496f0
-0.5315315f0, -0.11133629f0
-0.5315315f0, 0.40953705f0
-0.5315315f0, -0.09190552f0
-0.5315315f0, 0.4279248f0
-0.5315315f0, -0.12385706f0
-0.5315315f0, 0.39605537f0
-0.5315315f0, -0.06787595f0
-0.5315315f0, 0.44614637f0
-0.5315315f0, -0.15446296f0
-0.5315315f0, 0.35813537f0
-0.5315315f0, 0.0018711772f0
-0.5315315f0, 0.46845132f0
-0.5315315f0, -0.19033222f0
-0.5315315f0, 0.3058218f0
-0.5315315f0, 0.10083746f0
-0.5315315f0, 0.4198652f0
-0.5315315f0, -0.1099766f0
-0.5315315f0, 0.41092566f0
-0.5315315f0, -0.09435296f0
-0.5315315f0, 0.42578408f0
-0.5315315f0, -0.12018989f0
-0.5315315f0, 0.40013206f0
-0.5315315f0, -0.0751918f0
-0.5315315f0, 0.44114503f0
-0.5315315f0, -0.14617404f0
-0.5315315f0, 0.3690653f0
-0.5315315f0, -0.018503673f0
-0.5315315f0, 0.4667922f0
-0.5315315f0, -0.1877281f0
-0.5315315f0, 0.30987108f0
-0.5315315f0, 0.09315933f0
-0.5315315f0, 0.42683455f0
-0.5315315f0, -0.12199121f0
-0.5315315f0, 0.39814267f0
-0.5315315f0, -0.071626894f0
-0.5315315f0, 0.4436428f0
-0.5315315f0, -0.15032455f0
-0.5315315f0, 0.36365104f0
-0.5315315f0, -0.008433375f0
-0.5315315f0, 0.46812004f0
-0.5315315f0, -0.1898131f0
-0.5315315f0, 0.3066319f0
-0.5315315f0, 0.09930197f0
-0.5315315f0, 0.4212989f0
-0.5315315f0, -0.112460375f0
-0.5315315f0, 0.40837774f0
-0.5315315f0, -0.08985814f0
-0.5315315f0, 0.42967597f0
-0.5315315f0, -0.12684602f0
-0.5315315f0, 0.39265573f0
-0.5315315f0, -0.06174399f0
-0.5315315f0, 0.44996148f0
-0.5315315f0, -0.160727f0
-0.5315315f0, 0.34956992f0
-0.5315315f0, 0.017952422f0
-0.5315315f0, 0.46689048f0
-0.5315315f0, -0.1878827f0
-0.5315315f0, 0.30963168f0
-0.5315315f0, 0.09361343f0
-0.5315315f0, 0.42643636f0
-0.5315315f0, -0.121308796f0
-0.5315315f0, 0.39889932f0
-0.5315315f0, -0.07298394f0
-0.5315315f0, 0.44270554f0
-0.5315315f0, -0.14876962f0
-0.5315315f0, 0.36569333f0
-0.5315315f0, -0.012237457f0
-0.5315315f0, 0.46773493f0
-0.5315315f0, -0.18920912f0
-0.5315315f0, 0.30757263f0
-0.5315315f0, 0.097518496f0
-0.5315315f0, 0.4229392f0
-0.5315315f0, -0.11529437f0
-0.5315315f0, 0.40540972f0
-0.5315315f0, -0.08459987f0
-0.5315315f0, 0.43400633f0
-0.5315315f0, -0.13419485f0
-0.5315315f0, 0.38400918f0
-0.5315315f0, -0.046028093f0
-0.5315315f0, 0.4581411f0
-0.5315315f0, -0.17398043f0
-0.5315315f0, 0.3306245f0
-0.5315315f0, 0.05376804f0
-0.5315315f0, 0.45440242f0
-0.5315315f0, -0.16795288f0
-0.5315315f0, 0.3393755f0
-0.5315315f0, 0.037191868f0
-0.5315315f0, 0.46171352f0
-0.5315315f0, -0.17969161f0
-0.5315315f0, 0.32213342f0
-0.5315315f0, 0.069881864f0
-0.5315315f0, 0.44482347f0
-0.5315315f0, -0.15227893f0
-0.5315315f0, 0.36106065f0
-0.5315315f0, -0.003599391f0
-0.5315315f0, 0.46840498f0
-0.5315315f0, -0.19025967f0
-0.5315315f0, 0.30593514f0
-0.5315315f0, 0.100622684f0
-0.5315315f0, 0.42006692f0
-0.5315315f0, -0.11032646f0
-0.5315315f0, 0.4105698f0
-0.5315315f0, -0.09372624f0
-0.5315315f0, 0.42633715f0
-0.5315315f0, -0.12113872f0
-0.5315315f0, 0.3990873f0
-0.5315315f0, -0.07332092f0
-0.5315315f0, 0.44247022f0
-0.5315315f0, -0.14837874f0
-0.5315315f0, 0.3662041f0
-0.5315315f0, -0.013187831f0
-0.5315315f0, 0.46761662f0
-0.5315315f0, -0.18902345f0
-0.5315315f0, 0.30786142f0
-0.5315315f0, 0.09697091f0
-0.5315315f0, 0.42343742f0
-0.5315315f0, -0.11615353f0
-0.5315315f0, 0.40449727f0
-0.5315315f0, -0.08297849f0
-0.5315315f0, 0.43529266f0
-0.5315315f0, -0.13636601f0
-0.5315315f0, 0.38137767f0
-0.5315315f0, -0.04121283f0
-0.5315315f0, 0.46018037f0
-0.5315315f0, -0.1772464f0
-0.5315315f0, 0.32579207f0
-0.5315315f0, 0.062936485f0
-0.5315315f0, 0.4492467f0
-0.5315315f0, -0.15955731f0
-0.5315315f0, 0.3511888f0
-0.5315315f0, 0.014906384f0
-0.5315315f0, 0.4673803f0
-0.5315315f0, -0.18865237f0
-0.5315315f0, 0.30843803f0
-0.5315315f0, 0.095877424f0
-0.5315315f0, 0.4244247f0
-0.5315315f0, -0.11785378f0
-0.5315315f0, 0.40267417f0
-0.5315315f0, -0.0797325f0
-0.5315315f0, 0.43779802f0
-0.5315315f0, -0.14057888f0
-0.5315315f0, 0.37617344f0
-0.5315315f0, -0.03164876f0
-0.5315315f0, 0.46357244f0
-0.5315315f0, -0.1826445f0
-0.5315315f0, 0.31766966f0
-0.5315315f0, 0.078357264f0
-0.5315315f0, 0.4388312f0
-0.5315315f0, -0.1423101f0
-0.5315315f0, 0.3739978f0
-0.5315315f0, -0.02763501f0
-0.5315315f0, 0.46473336f0
-0.5315315f0, -0.18448201f0
-0.5315315f0, 0.31486723f0
-0.5315315f0, 0.08367779f0
-0.5315315f0, 0.4347407f0
-0.5315315f0, -0.13543504f0
-0.5315315f0, 0.38251024f0
-0.5315315f0, -0.043287065f0
-0.5315315f0, 0.459329f0
-0.5315315f0, -0.17588481f0
-0.5315315f0, 0.32781434f0
-0.5315315f0, 0.059098784f0
-0.5315315f0, 0.45150003f0
-0.5315315f0, -0.1632384f0
-0.5315315f0, 0.34606424f0
-0.5315315f0, 0.024557864f0
-0.5315315f0, 0.4655177f0
-0.5315315f0, -0.18572055f0
-0.5315315f0, 0.31296775f0
-0.5315315f0, 0.08728332f0
-0.5315315f0, 0.4318266f0
-0.5315315f0, -0.13050336f0
-0.5315315f0, 0.38840324f0
-0.5315315f0, -0.0540356f0
-0.5315315f0, 0.4542631f0
-0.5315315f0, -0.16772725f0
-0.5315315f0, 0.3396988f0
-0.5315315f0, 0.03658042f0
-0.5315315f0, 0.4619331f0
-0.5315315f0, -0.18004107f0
-0.5315315f0, 0.32160777f0
-0.5315315f0, 0.07087992f0
-0.5315315f0, 0.44415158f0
-0.5315315f0, -0.15116735f0
-0.5315315f0, 0.36253715f0
-0.5315315f0, -0.00635595f0
-0.5315315f0, 0.46827054f0
-0.5315315f0, -0.190049f0
-0.5315315f0, 0.30626395f0
-0.5315315f0, 0.09999943f0
-0.5295295f0, 0.4226516f0
-0.5295295f0, -0.11279607f0
-0.5295295f0, 0.41003153f0
-0.5295295f0, -0.09077567f0
-0.5295295f0, 0.43089768f0
-0.5295295f0, -0.12692349f0
-0.5295295f0, 0.3945687f0
-0.5295295f0, -0.063195854f0
-0.5295295f0, 0.4510915f0
-0.5295295f0, -0.16057037f0
-0.5295295f0, 0.3517892f0
-0.5295295f0, 0.01577949f0
-0.5295295f0, 0.46925116f0
-0.5295295f0, -0.18958186f0
-0.5295295f0, 0.30899432f0
-0.5295295f0, 0.0968244f0
-0.5295295f0, 0.4255723f0
-0.5295295f0, -0.11782432f0
-0.5295295f0, 0.40470797f0
-0.5295295f0, -0.081351094f0
-0.5295295f0, 0.43856242f0
-0.5295295f0, -0.13985807f0
-0.5295295f0, 0.37907496f0
-0.5295295f0, -0.034985643f0
-0.5295295f0, 0.46449083f0
-0.5295295f0, -0.18209657f0
-0.5295295f0, 0.32050365f0
-0.5295295f0, 0.074978255f0
-0.5295295f0, 0.4432999f0
-0.5295295f0, -0.14775401f0
-0.5295295f0, 0.36902028f0
-0.5295295f0, -0.016418118f0
-0.5295295f0, 0.4691505f0
-0.5295295f0, -0.18942451f0
-0.5295295f0, 0.30923936f0
-0.5295295f0, 0.096359625f0
-0.5295295f0, 0.42599258f0
-0.5295295f0, -0.11854572f0
-0.5295295f0, 0.4039277f0
-0.5295295f0, -0.07996334f0
-0.5295295f0, 0.43962494f0
-0.5295295f0, -0.14163563f0
-0.5295295f0, 0.37684998f0
-0.5295295f0, -0.030893024f0
-0.5295295f0, 0.46580493f0
-0.5295295f0, -0.18417154f0
-0.5295295f0, 0.31734404f0
-0.5295295f0, 0.0809775f0
-0.5295295f0, 0.43885013f0
-0.5295295f0, -0.14033979f0
-0.5295295f0, 0.37847424f0
-0.5295295f0, -0.03388159f0
-0.5295295f0, 0.46486124f0
-0.5295295f0, -0.18268211f0
-0.5295295f0, 0.31961447f0
-0.5295295f0, 0.07666657f0
-0.5295295f0, 0.44208023f0
-0.5295295f0, -0.14572854f0
-0.5295295f0, 0.37164137f0
-0.5295295f0, -0.02127595f0
-0.5295295f0, 0.46825486f0
-0.5295295f0, -0.18802243f0
-0.5295295f0, 0.31141722f0
-0.5295295f0, 0.09222783f0
-0.5295295f0, 0.42964783f0
-0.5295295f0, -0.12479609f0
-0.5295295f0, 0.3969967f0
-0.5295295f0, -0.0675669f0
-0.5295295f0, 0.4483489f0
-0.5295295f0, -0.15608361f0
-0.5295295f0, 0.35794607f0
-0.5295295f0, 0.004227586f0
-0.5295295f0, 0.4703829f0
-0.5295295f0, -0.19134864f0
-0.5295295f0, 0.30623356f0
-0.5295295f0, 0.10205904f0
-0.5295295f0, 0.42071244f0
-0.5295295f0, -0.10944312f0
-0.5295295f0, 0.4134684f0
-0.5295295f0, -0.09681842f0
-0.5295295f0, 0.42557773f0
-0.5295295f0, -0.11783364f0
-0.5295295f0, 0.40469792f0
-0.5295295f0, -0.081333235f0
-0.5295295f0, 0.4385762f0
-0.5295295f0, -0.13988115f0
-0.5295295f0, 0.37904623f0
-0.5295295f0, -0.03493284f0
-0.5295295f0, 0.46450883f0
-0.5295295f0, -0.182125f0
-0.5295295f0, 0.32046053f0
-0.5295295f0, 0.075060174f0
-0.5295295f0, 0.4432413f0
-0.5295295f0, -0.14765684f0
-0.5295295f0, 0.3691467f0
-0.5295295f0, -0.016652655f0
-0.5295295f0, 0.46911258f0
-0.5295295f0, -0.18936516f0
-0.5295295f0, 0.30933177f0
-0.5295295f0, 0.09618435f0
-0.5295295f0, 0.42615062f0
-0.5295295f0, -0.11881681f0
-0.5295295f0, 0.40363345f0
-0.5295295f0, -0.07943954f0
-0.5295295f0, 0.44002154f0
-0.5295295f0, -0.14229813f0
-0.5295295f0, 0.37601492f0
-0.5295295f0, -0.029354595f0
-0.5295295f0, 0.46625707f0
-0.5295295f0, -0.18488397f0
-0.5295295f0, 0.3162537f0
-0.5295295f0, 0.083047666f0
-0.5295295f0, 0.43724024f0
-0.5295295f0, -0.13764079f0
-0.5295295f0, 0.3818185f0
-0.5295295f0, -0.040018488f0
-0.5295295f0, 0.46265393f0
-0.5295295f0, -0.17918506f0
-0.5295295f0, 0.3248962f0
-0.5295295f0, 0.06663899f0
-0.5295295f0, 0.4489458f0
-0.5295295f0, -0.15706238f0
-0.5295295f0, 0.3566142f0
-0.5295295f0, 0.0067224493f0
-0.5295295f0, 0.47024906f0
-0.5295295f0, -0.19113995f0
-0.5295295f0, 0.30656052f0
-0.5295295f0, 0.101439305f0
-0.5295295f0, 0.42129982f0
-0.5295295f0, -0.11045997f0
-0.5295295f0, 0.41243574f0
-0.5295295f0, -0.09500629f0
-0.5295295f0, 0.42720592f0
-0.5295295f0, -0.12062519f0
-0.5295295f0, 0.40165564f0
-0.5295295f0, -0.07591319f0
-0.5295295f0, 0.44262764f0
-0.5295295f0, -0.14663827f0
-0.5295295f0, 0.37046766f0
-0.5295295f0, -0.019102102f0
-0.5295295f0, 0.4686841f0
-0.5295295f0, -0.18869476f0
-0.5295295f0, 0.3103742f0
-0.5295295f0, 0.09420682f0
-0.5295295f0, 0.42791533f0
-0.5295295f0, -0.12183886f0
-0.5295295f0, 0.40031388f0
-0.5295295f0, -0.07351515f0
-0.5295295f0, 0.44433612f0
-0.5295295f0, -0.14947078f0
-0.5295295f0, 0.36677647f0
-0.5295295f0, -0.0122502735f0
-0.5295295f0, 0.4697354f0
-0.5295295f0, -0.19033843f0
-0.5295295f0, 0.30781412f0
-0.5295295f0, 0.09906256f0
-0.5295295f0, 0.42352265f0
-0.5295295f0, -0.11429843f0
-0.5295295f0, 0.4084621f0
-0.5295295f0, -0.08800528f0
-0.5295295f0, 0.4332314f0
-0.5295295f0, -0.13088226f0
-0.5295295f0, 0.38995892f0
-0.5295295f0, -0.054858346f0
-0.5295295f0, 0.45583242f0
-0.5295295f0, -0.1682624f0
-0.5295295f0, 0.34093353f0
-0.5295295f0, 0.036247756f0
-0.5295295f0, 0.46405303f0
-0.5295295f0, -0.18140382f0
-0.5295295f0, 0.32155317f0
-0.5295295f0, 0.07298557f0
-0.5295295f0, 0.4447064f0
-0.5295295f0, -0.15008336f0
-0.5295295f0, 0.3659709f0
-0.5295295f0, -0.010751946f0
-0.5295295f0, 0.46990418f0
-0.5295295f0, -0.19060189f0
-0.5295295f0, 0.30740243f0
-0.5295295f0, 0.099843174f0
-0.5295295f0, 0.42279783f0
-0.5295295f0, -0.11304845f0
-0.5295295f0, 0.40976915f0
-0.5295295f0, -0.09031299f0
-0.5295295f0, 0.43129206f0
-0.5295295f0, -0.12759374f0
-0.5295295f0, 0.39379656f0
-0.5295295f0, -0.061802823f0
-0.5295295f0, 0.45192853f0
-0.5295295f0, -0.16193438f0
-0.5295295f0, 0.34989154f0
-0.5295295f0, 0.019349014f0
-0.5295295f0, 0.46863768f0
-0.5295295f0, -0.18862206f0
-0.5295295f0, 0.3104871f0
-0.5295295f0, 0.09399262f0
-0.5295295f0, 0.4281045f0
-0.5295295f0, -0.12216218f0
-0.5295295f0, 0.39995453f0
-0.5295295f0, -0.07287209f0
-0.5295295f0, 0.44478542f0
-0.5295295f0, -0.15021402f0
-0.5295295f0, 0.36579874f0
-0.5295295f0, -0.010431614f0
-0.5295295f0, 0.4699374f0
-0.5295295f0, -0.19065376f0
-0.5295295f0, 0.30732134f0
-0.5295295f0, 0.099996924f0
-0.5275275f0, -0.18828368f0
-0.5275275f0, 0.31301424f0
-0.5275275f0, 0.091199085f0
-0.5275275f0, 0.43253714f0
-0.5275275f0, -0.12770441f0
-0.5275275f0, 0.39567077f0
-0.5275275f0, -0.06317963f0
-0.5275275f0, 0.45310336f0
-0.5275275f0, -0.16184253f0
-0.5275275f0, 0.35202172f0
-0.5275275f0, 0.01734438f0
-0.5275275f0, 0.4709995f0
-0.5275275f0, -0.19030714f0
-0.5275275f0, 0.309865f0
-0.5275275f0, 0.09717487f0
-0.5275275f0, 0.42725617f0
-0.5275275f0, -0.11870916f0
-0.5275275f0, 0.40575236f0
-0.5275275f0, -0.08120408f0
-0.5275275f0, 0.4406778f0
-0.5275275f0, -0.14139125f0
-0.5275275f0, 0.3791592f0
-0.5275275f0, -0.033138394f0
-0.5275275f0, 0.46710598f0
-0.5275275f0, -0.18421742f0
-0.5275275f0, 0.3192759f0
-0.5275275f0, 0.07931145f0
-0.5275275f0, 0.44212013f0
-0.5275275f0, -0.14379291f0
-0.5275275f0, 0.37612137f0
-0.5275275f0, -0.027548809f0
-0.5275275f0, 0.46876058f0
-0.5275275f0, -0.18681248f0
-0.5275275f0, 0.31529015f0
-0.5275275f0, 0.086878926f0
-0.5275275f0, 0.43616313f0
-0.5275275f0, -0.13382809f0
-0.5275275f0, 0.38845426f0
-0.5275275f0, -0.05012436f0
-0.5275275f0, 0.46023694f0
-0.5275275f0, -0.17333277f0
-0.5275275f0, 0.33557928f0
-0.5275275f0, 0.048381284f0
-0.5275275f0, 0.46106833f0
-0.5275275f0, -0.17465967f0
-0.5275275f0, 0.33362865f0
-0.5275275f0, 0.052076805f0
-0.5275275f0, 0.4592716f0
-0.5275275f0, -0.1717889f0
-0.5275275f0, 0.33783567f0
-0.5275275f0, 0.04410932f0
-0.5275275f0, 0.46298417f0
-0.5275275f0, -0.17770745f0
-0.5275275f0, 0.3291089f0
-0.5275275f0, 0.060646694f0
-0.5275275f0, 0.4546116f0
-0.5275275f0, -0.16428748f0
-0.5275275f0, 0.34859192f0
-0.5275275f0, 0.0237979f0
-0.5275275f0, 0.46970126f0
-0.5255255f0, -0.13658197f0
-0.5255255f0, 0.38712f0
-0.5255255f0, -0.045695476f0
-0.5255255f0, 0.46429506f0
-0.5255255f0, -0.17778286f0
-0.5255255f0, 0.3309984f0
-0.5255255f0, 0.059064995f0
-0.5255255f0, 0.45752525f0
-0.5255255f0, -0.1669851f0
-0.5255255f0, 0.3467659f0
-0.5255255f0, 0.029240811f0
-0.5255255f0, 0.4702936f0
-0.5255255f0, -0.18720543f0
-0.5255255f0, 0.3166854f0
-0.5255255f0, 0.08623201f0
-0.5255255f0, 0.4386941f0
-0.5255255f0, -0.13607453f0
-0.5255255f0, 0.38773894f0
-0.5255255f0, -0.046821762f0
-0.5255255f0, 0.46378982f0
-0.5255255f0, -0.17698292f0
-0.5255255f0, 0.33219025f0
-0.5255255f0, 0.05680516f0
-0.5255255f0, 0.45878738f0
-0.5255255f0, -0.16901113f0
-0.5255255f0, 0.3438611f0
-0.5255255f0, 0.034721073f0
-0.5255255f0, 0.4685847f0
-0.5255255f0, -0.18453509f0
-0.5255255f0, 0.320792f0
-0.5255255f0, 0.07843481f0
-0.5255255f0, 0.4447794f0
-0.5255255f0, -0.14620008f0
-0.5255255f0, 0.37503773f0
-0.5255255f0, -0.023548635f0
-0.5255255f0, 0.47176093f0
-0.5255255f0, -0.1894892f0
-0.5255255f0, 0.31314263f0
-0.5255255f0, 0.09295739f0
-0.5255255f0, 0.43301708f0
-0.5255255f0, -0.12651542f0
-0.5255255f0, 0.39904112f0
-0.5255255f0, -0.06723212f0
-0.5255255f0, 0.4525692f0
-0.5255255f0, -0.15897264f0
-0.5255255f0, 0.35800073f0
-0.5255255f0, 0.008129221f0
-0.5255255f0, 0.47415072f0
-0.5255255f0, -0.1931908f0
-0.5255255f0, 0.3073416f0
-0.5255255f0, 0.10396252f0
-0.5255255f0, 0.42289224f0
-0.5255255f0, -0.109207325f0
-0.5255255f0, 0.41771066f0
-0.5255255f0, -0.10022648f0
-0.5255255f0, 0.42644405f0
-0.5255255f0, -0.115315996f0
-0.5255255f0, 0.41139284f0
-0.5255255f0, -0.08916914f0
-0.5255255f0, 0.4362631f0
-0.5255255f0, -0.13199434f0
-0.5255255f0, 0.39264673f0
-0.5255255f0, -0.055721704f0
-0.5255255f0, 0.45937556f0
-0.5255255f0, -0.16995333f0
-0.5255255f0, 0.34250164f0
-0.5255255f0, 0.03728845f0
-0.5255255f0, 0.46768454f0
-0.5255255f0, -0.18312402f0
-0.5255255f0, 0.32294613f0
-0.5255255f0, 0.07434488f0
-0.5255255f0, 0.44775483f0
-0.5255255f0, -0.1511042f0
-0.5255255f0, 0.3686268f0
-0.5255255f0, -0.011683804f0
-0.5255255f0, 0.4738058f0
-0.5255255f0, -0.19265792f0
-0.5255255f0, 0.30818114f0
-0.5255255f0, 0.10237063f0
-0.5255255f0, 0.42441988f0
