-1.0f0, -1.6089907f-11
-0.42742744f0, 0.35302544f0
-0.42742744f0, 0.11555838f0
-0.42742744f0, 0.5092341f0
-0.42742744f0, -0.14678244f0
-0.42742744f0, 0.47238323f0
-0.42742744f0, -0.09235716f0
-0.42742744f0, 0.5316377f0
-0.42742744f0, -0.17708601f0
-0.42742744f0, 0.43013498f0
-0.42742744f0, -0.023523761f0
-0.42742744f0, 0.56986475f0
-0.42742744f0, -0.22375749f0
-0.42742744f0, 0.3550186f0
-0.42742744f0, 0.111816525f0
-0.42742744f0, 0.5131471f0
-0.42742744f0, -0.15223035f0
-0.42742744f0, 0.46522948f0
-0.42742744f0, -0.08116158f0
-0.42742744f0, 0.54081064f0
-0.42742744f0, -0.1888671f0
-0.42742744f0, 0.41220856f0
-0.42742744f0, 0.007494895f0
-0.42742744f0, 0.57229733f0
-0.42742744f0, -0.22651154f0
-0.42742744f0, 0.35027865f0
-0.42742744f0, 0.12072268f0
-0.42742744f0, 0.50365037f0
-0.42742744f0, -0.13889626f0
-0.42742744f0, 0.48237154f0
-0.42742744f0, -0.107654214f0
-0.42742744f0, 0.5173667f0
-0.42742744f0, -0.15803194f0
-0.42742744f0, 0.4573908f0
-0.42742744f0, -0.06867079f0
-0.42742744f0, 0.54973066f0
-0.42742744f0, -0.19997148f0
-0.42742744f0, 0.39463076f0
-0.42742744f0, 0.03879435f0
-0.42742744f0, 0.5652252f0
-0.42742744f0, -0.21843341f0
-0.42742744f0, 0.3640971f0
-0.42742744f0, 0.094839364f0
-0.42742744f0, 0.5294566f0
-0.42742744f0, -0.17423084f0
-0.42742744f0, 0.4343603f0
-0.42742744f0, -0.030688766f0
-0.42742744f0, 0.56796837f0
-0.42742744f0, -0.22159268f0
-0.42742744f0, 0.3587237f0
-0.42742744f0, 0.1048741f0
-0.42742744f0, 0.520106f0
-0.42742744f0, -0.16175744f0
-0.42742744f0, 0.4522405f0
-0.42742744f0, -0.06033997f0
-0.42742744f0, 0.5548903f0
-0.42742744f0, -0.20623581f0
-0.42742744f0, 0.38444445f0
-0.42742744f0, 0.05728091f0
-0.42742744f0, 0.5566237f0
-0.42742744f0, -0.20831424f0
-0.42742744f0, 0.38102403f0
-0.42742744f0, 0.06353942f0
-0.42742744f0, 0.5529844f0
-0.42742744f0, -0.2039354f0
-0.42742744f0, 0.3882068f0
-0.42742744f0, 0.050425556f0
-0.42742744f0, 0.56019044f0
-0.42742744f0, -0.21254955f0
-0.42742744f0, 0.3739936f0
-0.42742744f0, 0.07647683f0
-0.42742744f0, 0.5443207f0
-0.42742744f0, -0.19327818f0
-0.42742744f0, 0.4053019f0
-0.42742744f0, 0.019695722f0
-0.42742744f0, 0.5706736f0
-0.42742744f0, -0.22467604f0
-0.42742744f0, 0.35344094f0
-0.42742744f0, 0.11477794f0
-0.42742744f0, 0.5100595f0
-0.42742744f0, -0.14793703f0
-0.42742744f0, 0.47088417f0
-0.42742744f0, -0.09002748f0
-0.42742744f0, 0.5336366f0
-0.42742744f0, -0.17968442f0
-0.42742744f0, 0.42624837f0
-0.42742744f0, -0.016882353f0
-0.42742744f0, 0.571177f0
-0.42742744f0, -0.22524631f0
-0.42742744f0, 0.35245982f0
-0.42742744f0, 0.1166211f0
-0.42742744f0, 0.5081023f0
-0.42742744f0, -0.1451946f0
-0.42742744f0, 0.47442967f0
-0.42742744f0, -0.095523305f0
-0.42742744f0, 0.5288463f0
-0.42742744f0, -0.1734283f0
-0.42742744f0, 0.4355393f0
-0.42742744f0, -0.032677587f0
-0.42742744f0, 0.5673539f0
-0.42742744f0, -0.22088784f0
-0.42742744f0, 0.35992602f0
-0.42742744f0, 0.102625206f0
-0.42742744f0, 0.5222751f0
-0.42742744f0, -0.16468452f0
-0.42742744f0, 0.44813147f0
-0.42742744f0, -0.05362462f0
-0.42742744f0, 0.55858094f0
-0.42742744f0, -0.21064521f0
-0.42742744f0, 0.37716463f0
-0.42742744f0, 0.070629716f0
-0.42742744f0, 0.54842496f0
-0.42742744f0, -0.19836777f0
-0.42742744f0, 0.397208f0
-0.42742744f0, 0.034155477f0
-0.42742744f0, 0.56687254f0
-0.42742744f0, -0.22033457f0
-0.42742744f0, 0.36086836f0
-0.42742744f0, 0.10086396f0
-0.42742744f0, 0.5239444f0
-0.42742744f0, -0.16692334f0
-0.42742744f0, 0.44495213f0
-0.42742744f0, -0.04838752f0
-0.42742744f0, 0.5611655f0
-0.42742744f0, -0.21369769f0
-0.42742744f0, 0.3720741f0
-0.42742744f0, 0.08002528f0
-0.42742744f0, 0.54168f0
-0.42742744f0, -0.18996464f0
-0.42742744f0, 0.4104997f0
-0.42742744f0, 0.010501356f0
-0.42742744f0, 0.57203233f0
-0.42742744f0, -0.22621277f0
-0.42742744f0, 0.35079426f0
-0.42742744f0, 0.11975261f0
-0.42742744f0, 0.50471526f0
-0.42742744f0, -0.14041041f0
-0.42742744f0, 0.48048812f0
-0.42742744f0, -0.104800075f0
-0.42742744f0, 0.5201781f0
-0.42742744f0, -0.16185501f0
-0.42742744f0, 0.4521044f0
-0.42742744f0, -0.060118534f0
-0.42742744f0, 0.5550187f0
-0.42742744f0, -0.20639022f0
-0.42742744f0, 0.38419104f0
-0.42742744f0, 0.057743758f0
-0.42742744f0, 0.55636704f0
-0.42742744f0, -0.2080073f0
-0.42742744f0, 0.3815304f0
-0.42742744f0, 0.06261138f0
-0.42742744f0, 0.55354697f0
-0.42742744f0, -0.20461608f0
-0.42742744f0, 0.3870961f0
-0.42742744f0, 0.052446116f0
-0.42742744f0, 0.5591851f0
-0.42742744f0, -0.21136133f0
-0.42742744f0, 0.37597406f0
-0.42742744f0, 0.07282284f0
-0.42742744f0, 0.5469218f0
-0.42742744f0, -0.19651225f0
-0.42742744f0, 0.400174f0
-0.42742744f0, 0.028837241f0
-0.42742744f0, 0.56850606f0
-0.42742744f0, -0.2222081f0
-0.42742744f0, 0.3576723f0
-0.42742744f0, 0.10684234f0
-0.42742744f0, 0.5181733f0
-0.42742744f0, -0.1591322f0
-0.42742744f0, 0.45587912f0
-0.42742744f0, -0.066235654f0
-0.42742744f0, 0.5513049f0
-0.42742744f0, -0.20189509f0
-0.42742744f0, 0.3915228f0
-0.42742744f0, 0.044409662f0
-0.42742744f0, 0.56295526f0
-0.42742744f0, -0.21579434f0
-0.42742744f0, 0.36855415f0
-0.42742744f0, 0.08654918f0
-0.42742744f0, 0.5365333f0
-0.42742744f0, -0.18341915f0
-0.42742744f0, 0.4205946f0
-0.42742744f0, -0.007136924f0
-0.42742744f0, 0.572323f0
-0.42742744f0, -0.22654045f0
-0.42742744f0, 0.35022873f0
-0.42742744f0, 0.1208166f0
-0.42742744f0, 0.5035469f0
-0.42742744f0, -0.13874884f0
-0.42742744f0, 0.48255402f0
-0.42742744f0, -0.10792998f0
-0.42742744f0, 0.5170915f0
-0.42742744f0, -0.15765591f0
-0.42742744f0, 0.45790562f0
-0.42742744f0, -0.069498196f0
-0.42742744f0, 0.5491834f0
-0.42742744f0, -0.19930026f0
-0.42742744f0, 0.395711f0
-0.42742744f0, 0.036848035f0
-0.42742744f0, 0.5659416f0
-0.42742744f0, -0.21926159f0
-0.42742744f0, 0.36269242f0
-0.42742744f0, 0.097458474f0
-0.42742744f0, 0.52709806f0
-0.42742744f0, -0.17112021f0
-0.42742744f0, 0.4389086f0
-0.42742744f0, -0.038335532f0
-0.42742744f0, 0.5653973f0
-0.42742744f0, -0.21863262f0
-0.42742744f0, 0.36375943f0
-0.42742744f0, 0.09546864f0
-0.42742744f0, 0.52889526f0
-0.42742744f0, -0.17349268f0
-0.42742744f0, 0.43544486f0
-0.42742744f0, -0.03251842f0
-0.42742744f0, 0.5674045f0
-0.42742744f0, -0.22094592f0
-0.42742744f0, 0.359827f0
-0.42742744f0, 0.10281031f0
-0.42742744f0, 0.5220982f0
-0.42742744f0, -0.1644465f0
-0.42742744f0, 0.4484676f0
-0.42742744f0, -0.054176267f0
-0.42742744f0, 0.55829364f0
-0.42742744f0, -0.21030413f0
-0.42742744f0, 0.37773088f0
-0.42742744f0, 0.06958758f0
-0.42742744f0, 0.54912394f0
-0.42742744f0, -0.1992272f0
-0.42742744f0, 0.39582843f0
-0.42742744f0, 0.036636624f0
-0.42742744f0, 0.56601715f0
-0.42742744f0, -0.21934888f0
-0.42742744f0, 0.3625442f0
-0.42742744f0, 0.09773502f0
-0.42742744f0, 0.5268456f0
-0.42742744f0, -0.17078584f0
-0.42742744f0, 0.43939403f0
-0.42742744f0, -0.03914756f0
-0.42742744f0, 0.5650913f0
-0.42742744f0, -0.21827836f0
-0.42742744f0, 0.36435974f0
-0.42742744f0, 0.09434995f0
-0.42742744f0, 0.52989084f0
-0.42742744f0, -0.1748009f0
-0.42742744f0, 0.4335205f0
-0.42742744f0, -0.029269345f0
-0.42742744f0, 0.5683836f0
-0.42742744f0, -0.22206798f0
-0.42742744f0, 0.3579118f0
-0.42742744f0, 0.10639383f0
-0.42742744f0, 0.5186165f0
-0.42742744f0, -0.15973566f0
-0.42742744f0, 0.45504665f0
-0.42742744f0, -0.064891085f0
-0.42742744f0, 0.5521508f0
-0.42742744f0, -0.20292427f0
-0.42742744f0, 0.3898526f0
-0.42742744f0, 0.047436573f0
-0.42742744f0, 0.561607f0
-0.42742744f0, -0.2142162f0
-0.42742744f0, 0.37120533f0
-0.42742744f0, 0.081633456f0
-0.42742744f0, 0.5404462f0
-0.42742744f0, -0.18840611f0
-0.42742744f0, 0.4129244f0
-0.42742744f0, 0.0062378882f0
-0.42742744f0, 0.5723819f0
-0.42742744f0, -0.22660682f0
-0.42742744f0, 0.35011414f0
-0.42742744f0, 0.12103222f0
-0.42742744f0, 0.503309f0
-0.42742744f0, -0.13840988f0
-0.42742744f0, 0.482973f0
-0.42742744f0, -0.108562686f0
-0.42742744f0, 0.5164578f0
-0.42742744f0, -0.15678869f0
-0.42742744f0, 0.45908937f0
-0.42742744f0, -0.071396954f0
-0.42742744f0, 0.5479041f0
-0.42742744f0, -0.19772588f0
-0.42742744f0, 0.39823598f0
-0.42742744f0, 0.03230974f0
-0.42742744f0, 0.56747043f0
-0.42742744f0, -0.22102164f0
-0.42742744f0, 0.35969794f0
-0.42742744f0, 0.10305165f0
-0.42742744f0, 0.52186704f0
-0.42742744f0, -0.1641354f0
-0.42742744f0, 0.44890648f0
-0.42742744f0, -0.054895833f0
-0.42742744f0, 0.5579147f0
-0.42742744f0, -0.20985357f0
-0.42742744f0, 0.3784781f0
-0.42742744f0, 0.06821339f0
-0.42742744f0, 0.5500305f0
-0.42742744f0, -0.20033869f0
-0.42742744f0, 0.39403886f0
-0.42742744f0, 0.03986202f0
-0.42742744f0, 0.5648168f0
-0.42742744f0, -0.21796027f0
-0.42742744f0, 0.3648983f0
-0.42742744f0, 0.09334677f0
-0.42742744f0, 0.53077453f0
-0.42742744f0, -0.17595847f0
-0.42742744f0, 0.43180934f0
-0.42742744f0, -0.02636995f0
-0.42742744f0, 0.569171f0
-0.42742744f0, -0.2229674f0
-0.42742744f0, 0.35637298f0
-0.42742744f0, 0.10927667f0
-0.42742744f0, 0.5157387f0
-0.42742744f0, -0.15580262f0
-0.42742744f0, 0.46042934f0
-0.42742744f0, -0.07353999f0
-0.42742744f0, 0.54642075f0
-0.42742744f0, -0.19589162f0
-0.42742744f0, 0.40116218f0
-0.42742744f0, 0.02707029f0
-0.42742744f0, 0.56898826f0
-0.42742744f0, -0.2227589f0
-0.42742744f0, 0.35672998f0
-0.42742744f0, 0.108607605f0
-0.42742744f0, 0.5164127f0
-0.42742744f0, -0.1567269f0
-0.42742744f0, 0.45917356f0
-0.42742744f0, -0.07153177f0
-0.42742744f0, 0.547812f0
-0.42742744f0, -0.19761229f0
-0.42742744f0, 0.3984177f0
-0.42742744f0, 0.03198375f0
-0.42742744f0, 0.5675726f0
-0.42742744f0, -0.2211389f0
-0.42742744f0, 0.35949796f0
-0.42742744f0, 0.10342559f0
-0.42742744f0, 0.521508f0
-0.42742744f0, -0.1636516f0
-0.42742744f0, 0.4495877f0
-0.42742744f0, -0.056011442f0
-0.42742744f0, 0.55731744f0
-0.42742744f0, -0.20914236f0
-0.42742744f0, 0.37965572f0
-0.42742744f0, 0.06604984f0
-0.42742744f0, 0.5514228f0
-0.42742744f0, -0.2020387f0
-0.42742744f0, 0.39129004f0
-0.42742744f0, 0.044831134f0
-0.42742744f0, 0.56277275f0
-0.42742744f0, -0.21558116f0
-0.42742744f0, 0.36891288f0
-0.42742744f0, 0.08588333f0
-0.42742744f0, 0.53707576f0
-0.42742744f0, -0.18411449f0
-0.42742744f0, 0.41953334f0
-0.42742744f0, -0.005296706f0
-0.42742744f0, 0.57243514f0
-0.42742744f0, -0.22666672f0
-0.42742744f0, 0.3500107f0
-0.42742744f0, 0.12122691f0
-0.42742744f0, 0.50309396f0
-0.42742744f0, -0.1381032f0
-0.42742744f0, 0.48335138f0
-0.42742744f0, -0.10913347f0
-0.42742744f0, 0.51588327f0
-0.42742744f0, -0.15600103f0
-0.42742744f0, 0.46016026f0
-0.42742744f0, -0.073110156f0
-0.42742744f0, 0.54672164f0
-0.42742744f0, -0.19626443f0
-0.42742744f0, 0.4005688f0
-0.42742744f0, 0.028130965f0
-0.42742744f0, 0.56870246f0
-0.42742744f0, -0.22243252f0
-0.42742744f0, 0.35728848f0
-0.42742744f0, 0.1075612f0
-0.42742744f0, 0.5174594f0
-0.42742744f0, -0.15815851f0
-0.42742744f0, 0.45721728f0
-0.42742744f0, -0.06839174f0
-0.42742744f0, 0.5499138f0
-0.42742744f0, -0.20019583f0
-0.42742744f0, 0.3942692f0
-0.42742744f0, 0.03944641f0
-0.42742744f0, 0.56497705f0
-0.42742744f0, -0.21814603f0
-0.42742744f0, 0.36458382f0
-0.42742744f0, 0.09393249f0
-0.42742744f0, 0.5302596f0
-0.42742744f0, -0.1752844f0
-0.42742744f0, 0.43280673f0
-0.42742744f0, -0.0280611f0
-0.42742744f0, 0.56872165f0
-0.42742744f0, -0.22245443f0
-0.42742744f0, 0.35725102f0
-0.42742744f0, 0.107631356f0
-0.42742744f0, 0.5173895f0
-0.42742744f0, -0.15806307f0
-0.42742744f0, 0.45734814f0
-0.42742744f0, -0.068602204f0
-0.42742744f0, 0.5497758f0
-0.42742744f0, -0.2000267f0
-0.42742744f0, 0.39454177f0
-0.42742744f0, 0.038954813f0
-0.42742744f0, 0.5651645f0
-0.42742744f0, -0.21836315f0
-0.42742744f0, 0.36421612f0
-0.42742744f0, 0.09461756f0
-0.42742744f0, 0.52965367f0
-0.42742744f0, -0.17448963f0
-0.42742744f0, 0.4339793f0
-0.42742744f0, -0.03004508f0
-0.42742744f0, 0.5681591f0
-0.42742744f0, -0.22181107f0
-0.42742744f0, 0.35835075f0
-0.42742744f0, 0.10557209f0
-0.42742744f0, 0.51942426f0
-0.42742744f0, -0.16083327f0
-0.42742744f0, 0.4535265f0
-0.42742744f0, -0.06242918f0
-0.42742744f0, 0.5536565f0
-0.42742744f0, -0.20474844f0
-0.42742744f0, 0.38687992f0
-0.42742744f0, 0.05283974f0
-0.42742744f0, 0.55898476f0
-0.42742744f0, -0.21112405f0
-0.42742744f0, 0.3763688f0
-0.42742744f0, 0.07209537f0
-0.42742744f0, 0.5474252f0
-0.42742744f0, -0.1971348f0
-0.42742744f0, 0.3991808f0
-0.42742744f0, 0.030615661f0
-0.42742744f0, 0.56799024f0
-0.42742744f0, -0.22161771f0
-0.42742744f0, 0.35868093f0
-0.42742744f0, 0.10495411f0
-0.42742744f0, 0.5200281f0
-0.42742744f0, -0.1616519f0
-0.42742744f0, 0.45238766f0
-0.42742744f0, -0.060579345f0
-0.42742744f0, 0.554751f0
-0.42742744f0, -0.2060682f0
-0.42742744f0, 0.38471943f0
-0.42742744f0, 0.056778856f0
-0.42742744f0, 0.5568999f0
-0.42742744f0, -0.20864415f0
-0.42742744f0, 0.3804793f0
-0.42742744f0, 0.06453839f0
-0.42742744f0, 0.55236995f0
-0.42742744f0, -0.20319037f0
-0.42742744f0, 0.38941997f0
-0.42742744f0, 0.048221737f0
-0.42742744f0, 0.5612431f0
-0.42742744f0, -0.21378887f0
-0.42742744f0, 0.37192142f0
-0.42742744f0, 0.08030782f0
-0.42742744f0, 0.54146487f0
-0.42742744f0, -0.18969339f0
-0.42742744f0, 0.41092262f0
-0.42742744f0, 0.009756529f0
-0.42742744f0, 0.57210624f0
-0.42742744f0, -0.22629611f0
-0.42742744f0, 0.35065046f0
-0.42742744f0, 0.120023124f0
-0.42742744f0, 0.504419f0
-0.42742744f0, -0.1399897f0
-0.42742744f0, 0.4810131f0
-0.42742744f0, -0.10559702f0
-0.42742744f0, 0.5193999f0
-0.42742744f0, -0.16080013f0
-0.42742744f0, 0.4535725f0
-0.42742744f0, -0.06250383f0
-0.42742744f0, 0.55361164f0
-0.42742744f0, -0.20469426f0
-0.42742744f0, 0.38696843f0
-0.42742744f0, 0.052678578f0
-0.42742744f0, 0.55906695f0
-0.42742744f0, -0.21122144f0
-0.42742744f0, 0.37620682f0
-0.42742744f0, 0.072393835f0
-0.42742744f0, 0.5472193f0
-0.42742744f0, -0.19688024f0
-0.42742744f0, 0.39958715f0
-0.42742744f0, 0.02988773f0
-0.42742744f0, 0.56820506f0
-0.42742744f0, -0.22186375f0
-0.42742744f0, 0.35826078f0
-0.42742744f0, 0.105740495f0
-0.42742744f0, 0.5192592f0
-0.42742744f0, -0.16060917f0
-0.42742744f0, 0.45383748f0
-0.42742744f0, -0.06293352f0
-0.42742744f0, 0.5533526f0
-0.42742744f0, -0.20438106f0
-0.42742744f0, 0.38747987f0
-0.42742744f0, 0.051747683f0
-0.42742744f0, 0.55953693f0
-0.42742744f0, -0.2117777f0
-0.42742744f0, 0.3752808f0
-0.42742744f0, 0.074101105f0
-0.42742744f0, 0.5460255f0
-0.42742744f0, -0.19540124f0
-0.42742744f0, 0.4019416f0
-0.42742744f0, 0.025678394f0
-0.42742744f0, 0.56934685f0
-0.42742744f0, -0.2231678f0
-0.42742744f0, 0.3560297f0
-0.42742744f0, 0.109920256f0
-0.42742744f0, 0.515087f0
-0.42742744f0, -0.15490696f0
-0.42742744f0, 0.46164086f0
-0.42742744f0, -0.07547183f0
-0.42742744f0, 0.54504806f0
-0.42742744f0, -0.19418557f0
-0.42742744f0, 0.40386856f0
-0.42742744f0, 0.022244012f0
-0.42742744f0, 0.57015103f0
-0.42742744f0, -0.22408292f0
-0.42742744f0, 0.35446003f0
-0.42742744f0, 0.11286465f0
-0.42742744f0, 0.5120624f0
-0.42742744f0, -0.15072666f0
-0.42742744f0, 0.46722427f0
-0.42742744f0, -0.08430322f0
-0.42742744f0, 0.5383475f0
-0.42742744f0, -0.1857396f0
-0.42742744f0, 0.41704255f0
-0.42742744f0, -0.0009645942f0
-0.42742744f0, 0.572568f0
-0.42542544f0, 0.44117084f0
-0.42542544f0, -0.040110935f0
-0.42542544f0, 0.56672204f0
-0.42542544f0, -0.21815933f0
-0.42542544f0, 0.3665633f0
-0.42542544f0, 0.092250235f0
-0.42542544f0, 0.53373253f0
-0.42542544f0, -0.17780666f0
-0.42542544f0, 0.43106294f0
-0.42542544f0, -0.023100326f0
-0.42542544f0, 0.57196325f0
-0.42542544f0, -0.22413278f0
-0.42542544f0, 0.3563764f0
-0.42542544f0, 0.11127223f0
-0.42542544f0, 0.5157089f0
-0.42542544f0, -0.15375966f0
-0.42542544f0, 0.46518695f0
-0.42542544f0, -0.07909247f0
-0.42542544f0, 0.54438704f0
-0.42542544f0, -0.19135907f0
-0.42542544f0, 0.41032133f0
-0.42542544f0, 0.012817638f0
-0.42542544f0, 0.57376987f0
-0.42542544f0, -0.2261641f0
-0.42542544f0, 0.3528802f0
-0.42542544f0, 0.117833205f0
-0.42542544f0, 0.5088025f0
-0.42542544f0, -0.14417557f0
-0.42542544f0, 0.4777357f0
-0.42542544f0, -0.09860153f0
-0.42542544f0, 0.52805245f0
-0.42542544f0, -0.17037982f0
-0.42542544f0, 0.4419846f0
-0.42542544f0, -0.041465424f0
-0.42542544f0, 0.566185f0
-0.42542544f0, -0.21754052f0
-0.42542544f0, 0.3676103f0
-0.42542544f0, 0.09030405f0
-0.42542544f0, 0.5354038f0
-0.42542544f0, -0.17996518f0
-0.42542544f0, 0.42782807f0
-0.42542544f0, -0.017585557f0
-0.42542544f0, 0.5730604f0
-0.42542544f0, -0.22536808f0
-0.42542544f0, 0.35425216f0
-0.42542544f0, 0.1152568f0
-0.42542544f0, 0.5115556f0
-0.42542544f0, -0.14802043f0
-0.42542544f0, 0.47277752f0
-0.42542544f0, -0.09096644f0
-0.42542544f0, 0.5348386f0
-0.42542544f0, -0.17923662f0
-0.42542544f0, 0.42892292f0
-0.42542544f0, -0.019455794f0
-0.42542544f0, 0.5727215f0
-0.42542544f0, -0.22498709f0
-0.42542544f0, 0.35490796f0
-0.42542544f0, 0.11402611f0
-0.42542544f0, 0.512852f0
-0.42542544f0, -0.1498198f0
-0.42542544f0, 0.4704219f0
-0.42542544f0, -0.08730534f0
-0.42542544f0, 0.5379146f0
-0.42542544f0, -0.18318515f0
-0.42542544f0, 0.42295316f0
-0.42542544f0, -0.009212342f0
-0.42542544f0, 0.5741588f0
-0.42542544f0, -0.22659956f0
-0.42542544f0, 0.35212868f0
-0.42542544f0, 0.11924546f0
-0.42542544f0, 0.50727105f0
-0.42542544f0, -0.14202294f0
-0.42542544f0, 0.48046625f0
-0.42542544f0, -0.102764845f0
-0.42542544f0, 0.52414364f0
-0.42542544f0, -0.1651878f0
-0.42542544f0, 0.4494215f0
-0.42542544f0, -0.05373741f0
-0.42542544f0, 0.56052446f0
-0.42542544f0, -0.21094128f0
-0.42542544f0, 0.3786747f0
-0.42542544f0, 0.06985401f0
-0.42542544f0, 0.5509482f0
-0.42542544f0, -0.19945817f0
-0.42542544f0, 0.39745906f0
-0.42542544f0, 0.035706483f0
-0.42542544f0, 0.5683468f0
-0.42542544f0, -0.22002389f0
-0.42542544f0, 0.363399f0
-0.42542544f0, 0.09814261f0
-0.42542544f0, 0.52847433f0
-0.42542544f0, -0.17093632f0
-0.4234234f0, 0.3532938f0
-0.4234234f0, 0.11905827f0
-0.4234234f0, 0.50947696f0
-0.4234234f0, -0.14311847f0
-0.4234234f0, 0.4810827f0
-0.4234234f0, -0.10169865f0
-0.4234234f0, 0.5271605f0
-0.4234234f0, -0.1671989f0
-0.4234234f0, 0.44856265f0
-0.4234234f0, -0.05032814f0
-0.4234234f0, 0.56424195f0
-0.4234234f0, -0.21328905f0
-0.4234234f0, 0.37676194f0
-0.4234234f0, 0.075375184f0
-0.4234234f0, 0.54912156f0
-0.4234234f0, -0.19522026f0
-0.4234234f0, 0.40623295f0
-0.4234234f0, 0.022047382f0
-0.4234234f0, 0.5741976f0
-0.4234234f0, -0.22464094f0
-0.4234234f0, 0.35750532f0
-0.4234234f0, 0.111159064f0
-0.4234234f0, 0.517827f0
-0.4234234f0, -0.15465617f0
-0.4234234f0, 0.46598315f0
-0.4234234f0, -0.078346334f0
-0.4234234f0, 0.5469475f0
-0.4234234f0, -0.19254002f0
-0.4234234f0, 0.4104688f0
-0.4234234f0, 0.014559822f0
-0.4234234f0, 0.5755384f0
-0.4234234f0, -0.2261368f0
-0.4234234f0, 0.3549293f0
-0.4234234f0, 0.115988046f0
-0.4234234f0, 0.51278156f0
-0.4234234f0, -0.14772019f0
-0.4234234f0, 0.4751704f0
-0.4234234f0, -0.09266133f0
-0.4234234f0, 0.5353773f0
-0.4234234f0, -0.1779291f0
-0.4234234f0, 0.43288216f0
-0.4234234f0, -0.024184875f0
-0.4234234f0, 0.5737146f0
-0.4234234f0, -0.2241002f0
-0.4234234f0, 0.35843438f0
-0.4234234f0, 0.10941958f0
-0.4234234f0, 0.5195983f0
-0.4234234f0, -0.15706536f0
-0.4234234f0, 0.46271625f0
-0.4234234f0, -0.07317797f0
-0.4234234f0, 0.55067825f0
-0.4234234f0, -0.19712667f0
-0.4234234f0, 0.40319777f0
-0.4234234f0, 0.027442466f0
-0.4234234f0, 0.57289326f0
-0.4234234f0, -0.22317822f0
-0.4234234f0, 0.36001584f0
-0.4234234f0, 0.106461264f0
-0.4234234f0, 0.522554f0
-0.4234234f0, -0.16105539f0
-0.4234234f0, 0.45722193f0
-0.4234234f0, -0.06439518f0
-0.4234234f0, 0.5564626f0
-0.4234234f0, -0.2041176f0
-0.4234234f0, 0.39191374f0
-0.4234234f0, 0.04770609f0
-0.4234234f0, 0.5654867f0
-0.4234234f0, -0.21473207f0
-0.4234234f0, 0.3743439f0
-0.4234234f0, 0.079834014f0
-0.4234234f0, 0.5458292f0
-0.4234234f0, -0.19115338f0
-0.4234234f0, 0.4126456f0
-0.4234234f0, 0.010731299f0
-0.4234234f0, 0.57601243f0
-0.4234234f0, -0.22666384f0
-0.4234234f0, 0.35401967f0
-0.4234234f0, 0.11769526f0
-0.4234234f0, 0.51095325f0
-0.4234234f0, -0.14517994f0
-0.4234234f0, 0.47845247f0
-0.4234234f0, -0.09769528f0
-0.4234234f0, 0.53088593f0
-0.4234234f0, -0.17210017f0
-0.4234234f0, 0.441486f0
-0.4234234f0, -0.038633768f0
-0.4234234f0, 0.5692897f0
-0.4234234f0, -0.21909866f0
-0.4234234f0, 0.36697298f0
-0.4234234f0, 0.09349051f0
-0.4234234f0, 0.5346524f0
-0.4234234f0, -0.17699428f0
-0.4234234f0, 0.43427548f0
-0.4234234f0, -0.026541496f0
-0.4234234f0, 0.5731307f0
-0.4234234f0, -0.22344509f0
-0.4234234f0, 0.35955843f0
-0.4234234f0, 0.10731653f0
-0.4234234f0, 0.5217069f0
-0.4234234f0, -0.15991564f0
-0.4234234f0, 0.45880193f0
-0.4234234f0, -0.06693234f0
-0.4234234f0, 0.55486405f0
-0.4234234f0, -0.20220025f0
-0.4234234f0, 0.3950321f0
-0.4234234f0, 0.04207487f0
-0.4234234f0, 0.56793964f0
-0.4234234f0, -0.21755575f0
-0.4234234f0, 0.36958656f0
-0.4234234f0, 0.088637486f0
-0.4234234f0, 0.53881085f0
-0.4234234f0, -0.18232591f0
-0.4234234f0, 0.42626172f0
-0.4234234f0, -0.012901262f0
-0.4234234f0, 0.5757613f0
-0.4234234f0, -0.2263848f0
-0.4234234f0, 0.3545014f0
-0.4234234f0, 0.116791f0
-0.4234234f0, 0.5119245f0
-0.4234234f0, -0.1465312f0
-0.4234234f0, 0.4767122f0
-0.4234234f0, -0.0950314f0
-0.4234234f0, 0.5332897f0
-0.4234234f0, -0.17523065f0
-0.4234234f0, 0.43689016f0
-0.4234234f0, -0.030946596f0
-0.4234234f0, 0.5718949f0
-0.4234234f0, -0.22205365f0
-0.4234234f0, 0.3619403f0
-0.4234234f0, 0.1028661f0
-0.4234234f0, 0.5260488f0
-0.4234234f0, -0.16572464f0
-0.4234234f0, 0.4506623f0
-0.4234234f0, -0.053763926f0
-0.4234234f0, 0.5625127f0
-0.4234234f0, -0.21127316f0
-0.4234234f0, 0.38012478f0
-0.4234234f0, 0.06919285f0
-0.4234234f0, 0.55339015f0
-0.4234234f0, -0.20042244f0
-0.4234234f0, 0.39790776f0
-0.4234234f0, 0.03690279f0
-0.4234234f0, 0.5699259f0
-0.4234234f0, -0.21982303f0
-0.4234234f0, 0.36574256f0
-0.4234234f0, 0.095779054f0
-0.4234234f0, 0.53262115f0
-0.4234234f0, -0.17436251f0
-0.4234234f0, 0.43817052f0
-0.4234234f0, -0.03309534f0
-0.4234234f0, 0.571224f0
-0.4234234f0, -0.22129549f0
-0.4234234f0, 0.36323488f0
-0.4234234f0, 0.100450665f0
-0.4234234f0, 0.52833635f0
-0.4234234f0, -0.16875233f0
-0.4234234f0, 0.44633567f0
-0.4234234f0, -0.046666883f0
-0.4234234f0, 0.5659621f0
