0.0f0, 0.0f0
0.001001001f0, 8.024048f-10
0.002002002f0, 6.4192385f-9
0.003003003f0, 2.166493f-8
0.004004004f0, 4.112425f-10
0.005005005f0, 1.00401f-9
0.006006006f0, 2.081915f-9
0.007007007f0, 3.857005f-9
0.008008008f0, 6.57988f-9
0.009009009f0, 1.0539695f-8
0.01001001f0, 1.606416f-8
0.011011011f0, 2.3519537f-8
0.012012012f0, 3.331064f-8
0.013013013f0, 4.588085f-8
0.014014014f0, 6.171208f-8
0.015015015f0, 8.132481f-8
0.016016016f0, 1.0527808f-7
0.017017016f0, 1.3416947f-7
0.018018018f0, 1.6863513f-7
0.019019019f0, 7.963253f-9
0.02002002f0, 1.02913535f-8
0.021021022f0, 1.3134665f-8
0.022022022f0, 1.6574328f-8
0.023023022f0, 2.069959f-8
0.024024025f0, 2.5608182f-8
0.025025025f0, 3.140672f-8
0.026026025f0, 3.8211077f-8
0.027027028f0, 4.6146774f-8
0.028028028f0, 5.534937f-8
0.029029028f0, 6.596484f-8
0.03003003f0, 7.814997f-8
0.031031031f0, 9.2072725f-8
0.03203203f0, 1.0791267f-7
0.033033032f0, 1.258613f-7
0.034034032f0, 1.461225f-7
0.035035037f0, 1.6891288f-7
0.036036037f0, 1.9446213f-7
0.037037037f0, 2.230135f-7
0.038038038f0, 2.548241f-7
0.039039038f0, 2.9016536f-7
0.04004004f0, 3.293233f-7
0.041041043f0, 3.7259912f-7
0.042042043f0, 4.2030928f-7
0.043043043f0, 4.0700314f-8
0.044044044f0, 4.672003f-8
0.045045044f0, 5.3464085f-8
0.046046045f0, 6.100059f-8
0.04704705f0, 6.9402354f-8
0.04804805f0, 7.8747085f-8
0.04904905f0, 8.9117606f-8
0.05005005f0, 1.0060211f-7
0.05105105f0, 1.1329431f-7
0.05205205f0, 1.2729376f-7
0.05305305f0, 1.4270601f-7
0.054054055f0, 1.596429f-7
0.055055056f0, 1.7822276f-7
0.056056056f0, 1.9857072f-7
0.057057057f0, 2.2081886f-7
0.058058057f0, 2.451066f-7
0.059059057f0, 2.7158083f-7
0.06006006f0, 3.0039627f-7
0.061061062f0, 3.317157f-7
0.062062062f0, 3.657103f-7
0.06306306f0, 4.0255975f-7
0.06406406f0, 4.4245274f-7
0.06506506f0, 4.855871f-7
0.066066064f0, 5.321703f-7
0.067067064f0, 5.8241943f-7
0.068068065f0, 6.365617f-7
0.06906907f0, 9.598319f-8
0.07007007f0, 1.0615436f-7
0.07107107f0, 1.1723573f-7
0.072072074f0, 1.292942f-7
0.073073074f0, 1.4240052f-7
0.074074075f0, 1.5662951f-7
0.075075075f0, 1.7206018f-7
0.076076075f0, 1.8877597f-7
0.077077076f0, 2.0686481f-7
0.078078076f0, 2.2641947f-7
0.07907908f0, 2.475376f-7
0.08008008f0, 2.7032203f-7
0.08108108f0, 2.9488092f-7
0.082082085f0, 3.2132797f-7
0.083083086f0, 3.497826f-7
0.084084086f0, 3.8037027f-7
0.08508509f0, 4.1322258f-7
0.08608609f0, 4.4847755f-7
0.08708709f0, 4.8627993f-7
0.08808809f0, 5.267812f-7
0.08908909f0, 5.701401f-7
0.09009009f0, 6.1652275f-7
0.09109109f0, 6.6610284f-7
0.09209209f0, 7.1906203f-7
0.09309309f0, 7.7558997f-7
0.0940941f0, 8.35885f-7
0.0950951f0, 9.0015396f-7
0.0960961f0, 1.8615981f-7
0.0970971f0, 2.0225065f-7
0.0980981f0, 2.1954557f-7
0.0990991f0, 2.3812096f-7
0.1001001f0, 2.5805724f-7
0.1011011f0, 2.79439f-7
0.1021021f0, 3.023552f-7
0.1031031f0, 3.268992f-7
0.1041041f0, 3.5316916f-7
0.1051051f0, 3.8126808f-7
0.1061061f0, 4.1130406f-7
0.10710711f0, 4.433904f-7
0.10810811f0, 4.776459f-7
0.10910911f0, 5.141952f-7
0.11011011f0, 5.531686f-7
0.11111111f0, 5.9470267f-7
0.11211211f0, 6.3894026f-7
0.11311311f0, 6.860308f-7
0.11411411f0, 7.361306f-7
0.11511511f0, 7.8940303f-7
0.116116114f0, 8.4601874f-7
0.117117114f0, 9.0615595f-7
0.118118115f0, 9.700009f-7
0.11911912f0, 1.0377477f-6
0.12012012f0, 1.1095989f-6
0.12112112f0, 1.1857661f-6
0.122122124f0, 3.0932787f-7
0.123123124f0, 3.329098f-7
0.124124125f0, 3.5807642f-7
0.12512513f0, 3.8492018f-7
0.12612613f0, 4.1353806f-7
0.12712713f0, 4.4403177f-7
0.12812813f0, 4.7650812f-7
0.12912913f0, 5.110789f-7
0.13013013f0, 5.478614f-7
0.13113113f0, 5.8697856f-7
0.13213213f0, 6.2855884f-7
0.13313313f0, 6.7273703f-7
0.13413413f0, 7.19654f-7
0.13513513f0, 7.6945724f-7
0.13613613f0, 8.223009f-7
0.13713713f0, 8.783461f-7
0.13813815f0, 9.377614f-7
0.13913915f0, 1.0007227f-6
0.14014015f0, 1.067414f-6
0.14114115f0, 1.1380271f-6
0.14214215f0, 1.2127622f-6
0.14314315f0, 1.2918287f-6
0.14414415f0, 1.3754443f-6
0.14514515f0, 4.2493753f-7
0.14614615f0, 4.5517f-7
0.14714715f0, 4.873247f-7
0.14814815f0, 5.215095f-7
0.14914915f0, 5.5783755f-7
0.15015015f0, 5.964275f-7
0.15115115f0, 6.374037f-7
0.15215215f0, 6.808963f-7
0.15315315f0, 7.270418f-7
0.15415415f0, 7.7598315f-7
0.15515515f0, 8.278698f-7
0.15615615f0, 8.828584f-7
0.15715715f0, 9.411126f-7
0.15815815f0, 1.0028037f-6
0.15915915f0, 1.0681108f-6
0.16016015f0, 1.137221f-6
0.16116115f0, 1.2103301f-6
0.16216215f0, 1.2876422f-6
0.16316317f0, 1.3693709f-6
0.16416417f0, 1.4557392f-6
0.16516517f0, 1.5469793f-6
0.16616617f0, 1.6433345f-6
0.16716717f0, 5.834327f-7
0.16816817f0, 6.230339f-7
0.16916917f0, 6.6506385f-7
0.17017017f0, 7.0965575f-7
0.17117117f0, 7.569493f-7
0.17217217f0, 8.07091f-7
0.17317317f0, 8.602342f-7
0.17417417f0, 9.1653976f-7
0.17517518f0, 9.76176f-7
0.17617618f0, 1.0393192f-6
0.17717718f0, 1.1061538f-6
0.17817818f0, 1.1768731f-6
0.17917918f0, 1.2516789f-6
0.18018018f0, 1.3307827f-6
0.18118118f0, 1.4144053f-6
0.18218218f0, 1.5027781f-6
0.18318318f0, 1.5961422f-6
0.18418418f0, 1.6947499f-6
0.18518518f0, 1.7988651f-6
0.18618618f0, 5.1259517f-6
0.18718718f0, 5.4083043f-6
0.1881882f0, 8.081059f-7
0.1891892f0, 8.612232f-7
0.1901902f0, 9.175237f-7
0.1911912f0, 9.771799f-7
0.1921922f0, 1.0403725f-6
0.1931932f0, 1.107291f-6
0.1941942f0, 1.1781344f-6
0.1951952f0, 1.2531107f-6
0.1961962f0, 1.3324378f-6
0.1971972f0, 1.4163442f-6
0.1981982f0, 1.5050689f-6
0.1991992f0, 1.5988621f-6
0.2002002f0, 1.6979857f-6
0.2012012f0, 1.8027138f-6
0.2022022f0, 1.9133329f-6
0.2032032f0, 2.0301427f-6
0.2042042f0, 5.2728014f-6
0.2052052f0, 5.5641913f-6
0.2062062f0, 5.8701476f-6
0.2072072f0, 6.191322f-6
0.2082082f0, 1.1320404f-6
0.2092092f0, 1.2048704f-6
0.2102102f0, 1.2820042f-6
0.2112112f0, 1.3636738f-6
0.2122122f0, 1.4501228f-6
0.21321322f0, 1.5416061f-6
0.21421422f0, 1.6383914f-6
0.21521522f0, 1.7407586f-6
0.21621622f0, 1.8490019f-6
0.21721722f0, 1.9634288f-6
0.21821822f0, 2.0843613f-6
0.21921922f0, 5.0454914f-6
0.22022022f0, 5.3290064f-6
0.22122122f0, 5.627058f-6
0.22222222f0, 5.940319f-6
0.22322322f0, 6.2694935f-6
0.22422422f0, 6.6153116f-6
0.22522523f0, 1.415984f-6
0.22622623f0, 1.5066807f-6
0.22722723f0, 1.6027475f-6
0.22822823f0, 1.7044763f-6
0.22922923f0, 1.8121739f-6
0.23023023f0, 1.926162f-6
0.23123123f0, 2.0467785f-6
0.23223223f0, 2.1743772f-6
0.23323323f0, 2.30933f-6
0.23423423f0, 5.234133f-6
0.23523523f0, 5.532492f-6
0.23623623f0, 5.846482f-6
0.23723723f0, 6.1768505f-6
0.23823825f0, 6.5243767f-6
0.23923925f0, 6.8898744f-6
0.24024025f0, 1.6793307f-6
0.24124125f0, 1.7874062f-6
0.24224225f0, 1.9019457f-6
0.24324325f0, 2.0233067f-6
0.24424425f0, 2.151865f-6
0.24524525f0, 2.2880151f-6
0.24624625f0, 2.4321716f-6
0.24724725f0, 5.2270957f-6
0.24824825f0, 5.5312926f-6
0.24924925f0, 5.8518604f-6
0.25025025f0, 6.189609f-6
0.25125125f0, 6.545385f-6
0.25225225f0, 6.920073f-6
0.25325325f0, 7.314597f-6
0.25425425f0, 1.9988104f-6
0.25525525f0, 2.1285066f-6
0.25625625f0, 2.2660608f-6
0.25725725f0, 2.4119156f-6
0.25825825f0, 2.5665363f-6
0.25925925f0, 5.2657965f-6
0.26026025f0, 5.5791475f-6
0.26126125f0, 5.9098334f-6
0.26226225f0, 6.258741f-6
0.26326326f0, 6.6267994f-6
0.26426426f0, 7.0149813f-6
0.26526526f0, 7.4243035f-6
0.26626626f0, 7.855831f-6
0.26726726f0, 2.374587f-6
0.26826826f0, 2.5303939f-6
0.26926926f0, 5.005744f-6
0.27027026f0, 5.31193f-6
0.27127126f0, 5.635608f-6
0.27227226f0, 5.977706f-6
0.27327326f0, 6.3392004f-6
0.27427426f0, 6.7211117f-6
0.2752753f0, 7.1245136f-6
0.2762763f0, 7.55053f-6
0.2772773f0, 8.000339f-6
0.2782783f0, 2.6252305f-6
0.2792793f0, 5.0138124f-6
0.2802803f0, 5.3282324f-6
0.2812813f0, 5.661142f-6
0.2822823f0, 6.0135576f-6
0.2832833f0, 6.386546f-6
0.2842843f0, 6.781229f-6
0.2852853f0, 7.1987856f-6
0.2862863f0, 7.640454f-6
0.2872873f0, 8.107536f-6
0.2882883f0, 8.601395f-6
0.2892893f0, 5.278643f-6
0.2902903f0, 5.6172676f-6
0.2912913f0, 5.976335f-6
0.2922923f0, 6.3570037f-6
0.2932933f0, 6.760492f-6
0.2942943f0, 7.188083f-6
0.2952953f0, 7.641127f-6
0.2962963f0, 8.1210455f-6
0.2972973f0, 8.629333f-6
0.2982983f0, 5.469337f-6
0.2992993f0, 5.8287874f-6
0.3003003f0, 6.210542f-6
0.3013013f0, 6.615902f-6
0.3023023f0, 7.046242f-6
0.3033033f0, 7.503011f-6
0.3043043f0, 7.987736f-6
0.3053053f0, 8.502029f-6
0.3063063f0, 9.047587f-6
0.3073073f0, 5.9164017f-6
0.3083083f0, 6.3139987f-6
0.3093093f0, 6.736894f-6
0.3103103f0, 7.1866093f-6
0.3113113f0, 7.664748f-6
0.3123123f0, 8.17301f-6
0.3133133f0, 8.713184f-6
0.3143143f0, 9.287164f-6
0.3153153f0, 1.569373f-5
0.3163163f0, 6.670884f-6
0.3173173f0, 7.1285167f-6
0.3183183f0, 7.6159517f-6
0.3193193f0, 8.135027f-6
0.3203203f0, 8.687688f-6
0.3213213f0, 9.275991f-6
0.3223223f0, 1.536058f-5
0.3233233f0, 6.833995f-6
0.3243243f0, 7.3149167f-6
0.32532534f0, 7.828041f-6
0.32632634f0, 8.375416f-6
