0.0f0, 0.0f0
0.001001001f0, 3.059043f-9
0.002002002f0, 2.4472332f-8
0.003003003f0, 7.7920986f-10
0.004004004f0, 2.4626852f-9
0.005005005f0, 6.0124066f-9
0.006006006f0, 1.24673045f-8
0.007007007f0, 2.3097174f-8
0.008008008f0, 3.9402664f-8
0.009009009f0, 6.311528f-8
0.01001001f0, 9.619737f-8
0.011011011f0, 1.408421f-7
0.012012012f0, 7.5275f-9
0.013013013f0, 1.1232065f-8
0.014014014f0, 1.626976f-8
0.015015015f0, 2.2971815f-8
0.016016016f0, 3.1720262f-8
0.017017016f0, 4.2951587f-8
0.018018018f0, 5.7160328f-8
0.019019019f0, 7.490273f-8
0.02002002f0, 9.6800356f-8
0.021021022f0, 1.235437f-7
0.022022022f0, 1.5589586f-7
0.023023022f0, 1.946961f-7
0.024024025f0, 2.4086353f-7
0.025025025f0, 2.9540067f-7
0.026026025f0, 3.5939715f-7
0.027027028f0, 3.685286f-8
0.028028028f0, 4.583877f-8
0.029029028f0, 5.6580767f-8
0.03003003f0, 6.934326f-8
0.031031031f0, 8.4419476f-8
0.03203203f0, 1.0213344f-7
0.033033032f0, 1.2284208f-7
0.034034032f0, 1.4693741f-7
0.035035037f0, 1.7484865f-7
0.036036037f0, 2.0704468f-7
0.037037037f0, 2.4403622f-7
0.038038038f0, 2.863784f-7
0.039039038f0, 3.3467316f-7
0.04004004f0, 3.8957188f-7
0.041041043f0, 4.5177802f-7
0.042042043f0, 5.220497f-7
0.043043043f0, 6.012025f-7
0.044044044f0, 6.901126f-7
0.045045044f0, 1.1175566f-7
0.046046045f0, 1.3034077f-7
0.04704705f0, 1.5151437f-7
0.04804805f0, 1.7557015f-7
0.04904905f0, 2.0282786f-7
0.05005005f0, 2.3363505f-7
0.05105105f0, 2.6836872f-7
0.05205205f0, 3.0743738f-7
0.05305305f0, 3.512827f-7
0.054054055f0, 4.0038174f-7
0.055055056f0, 4.5524885f-7
0.056056056f0, 5.164379f-7
0.057057057f0, 5.8454464f-7
0.058058057f0, 6.6020874f-7
0.059059057f0, 7.4411633f-7
0.06006006f0, 8.370025f-7
0.061061062f0, 9.3965394f-7
0.062062062f0, 2.0529006f-7
0.06306306f0, 2.333187f-7
0.06406406f0, 2.6464002f-7
0.06506506f0, 2.9958014f-7
0.066066064f0, 3.384916f-7
0.067067064f0, 3.8175511f-7
0.068068065f0, 4.297814f-7
0.06906907f0, 4.830129f-7
0.07007007f0, 5.4192583f-7
0.07107107f0, 6.070321f-7
0.072072074f0, 6.788816f-7
0.073073074f0, 7.5806406f-7
0.074074075f0, 8.452118f-7
0.075075075f0, 9.4100193f-7
0.076076075f0, 1.0461587f-6
0.077077076f0, 1.1614561f-6
0.078078076f0, 3.1586453f-7
0.07907908f0, 3.5422653f-7
0.08008008f0, 3.9667495f-7
0.08108108f0, 4.4358566f-7
0.082082085f0, 4.953638f-7
0.083083086f0, 5.524455f-7
0.084084086f0, 6.153001f-7
0.08508509f0, 6.8443217f-7
0.08608609f0, 7.603833f-7
0.08708709f0, 8.437348f-7
0.08808809f0, 9.351101f-7
0.08908909f0, 1.0351769f-6
0.09009009f0, 1.1446498f-6
0.09109109f0, 1.2642936f-6
0.09209209f0, 1.3949254f-6
0.09309309f0, 4.4963417f-7
0.0940941f0, 5.0037204f-7
