-1.9954954f0, 1.9805306f0
-1.9954954f0, 1.9270062f0
-1.9954954f0, 1.7178575f0
-1.9954954f0, 0.955539f0
-1.9954954f0, -1.0824407f0
-1.9954954f0, -0.8238176f0
-1.9954954f0, -1.31682f0
-1.9954954f0, -0.26148054f0
-1.9954954f0, -1.9271234f0
-1.9954954f0, 1.7183092f0
-1.9954954f0, 0.9570909f0
-1.9954954f0, -1.0794725f0
-1.9954954f0, -0.8302346f0
-1.9954954f0, -1.3062061f0
-1.9954954f0, -0.2893212f0
-1.9954954f0, -1.9117887f0
-1.9954954f0, 1.6594406f0
-1.9954954f0, 0.7582477f0
-1.9954954f0, -1.420556f0
-1.9954954f0, 0.022483679f0
-1.9954954f0, -1.99499f0
-1.9954954f0, 1.9844896f0
-1.9954954f0, 1.9427031f0
-1.9954954f0, 1.7786001f0
-1.9954954f0, 1.1679229f0
-1.9954954f0, -0.63145155f0
-1.9954954f0, -1.5967644f0
-1.9954954f0, 0.5541611f0
-1.9954954f0, -1.688401f0
-1.9954954f0, 0.8552025f0
-1.9954954f0, -1.2641243f0
-1.9954954f0, -0.3974854f0
-1.9954954f0, -1.8375008f0
-1.9954954f0, 1.3809139f0
-1.9954954f0, -0.088572465f0
-1.9954954f0, -1.9876504f0
-1.9954954f0, 1.9552587f0
-1.9954954f0, 1.827541f0
-1.9954954f0, 1.3444105f0
-1.9954954f0, -0.18805572f0
-1.9954954f0, -1.9601306f0
-1.9954954f0, 1.8466163f0
-1.9954954f0, 1.4144961f0
-1.9954954f0, 0.005303646f0
-1.9954954f0, -1.9954674f0
-1.9954954f0, 1.9863945f0
-1.9954954f0, 1.9502677f0
-1.9954954f0, 1.8080485f0
-1.9954954f0, 1.273544f0
-1.9954954f0, -0.3735812f0
-1.9954954f0, -1.8559326f0
-1.9954954f0, 1.4489902f0
-1.9954954f0, 0.10407718f0
-1.9954954f0, -1.9846635f0
-1.9954954f0, 1.9433935f0
-1.9954954f0, 1.7812827f0
-1.9954954f0, 1.1774724f0
-1.9954954f0, -0.6090544f0
-1.9954954f0, -1.6245482f0
-1.9954954f0, 0.64366144f0
-1.9954954f0, -1.5811955f0
-1.9954954f0, 0.5046836f0
-1.9954954f0, -1.74079f0
-1.9954954f0, 1.0348543f0
-1.9954954f0, -0.92457217f0
-1.9954954f0, -1.1406617f0
-1.9954954f0, -0.69438624f0
-1.9954954f0, -1.5133232f0
-1.9954954f0, 0.2946517f0
-1.9954954f0, -1.9086759f0
-1.9954954f0, 1.6475481f0
-1.9954954f0, 0.7189193f0
-1.9954954f0, -1.4786506f0
-1.9954954f0, 0.19091213f0
-1.9954954f0, -1.959048f0
-1.9954954f0, 1.8423738f0
-1.9954954f0, 1.3988457f0
-1.9954954f0, -0.03872618f0
-1.9954954f0, -1.9939958f0
-1.9932432f0, 1.9588093f0
-1.9932432f0, 1.8436903f0
-1.9932432f0, 1.4059508f0
-1.9932432f0, -0.016545603f0
-1.9932432f0, -1.9929695f0
-1.9932432f0, 1.9786842f0
-1.9932432f0, 1.9219476f0
-1.9932432f0, 1.7006395f0
-1.9932432f0, 0.89893144f0
-1.9932432f0, -1.1851655f0
-1.9932432f0, -0.588626f0
-1.9932432f0, -1.6467626f0
-1.9932432f0, 0.7185839f0
-1.9932432f0, -1.4768804f0
-1.9932432f0, 0.18793257f0
-1.9932432f0, -1.9579246f0
-1.9932432f0, 1.8402255f0
-1.9932432f0, 1.3931866f0
-1.9932432f0, -0.052274518f0
